symbol,coingecko_id,venue,cg_lc,dim_asset_id,in_dim_asset,in_fact_price
GODS,gods-unchained,BINANCE,gods-unchained,,False,False
SHARP,sharp-token,BINANCE,sharp-token,,False,False
ACE,endurance,BINANCE,endurance,,False,False
FIRO,zcoin,BINANCE,zcoin,,False,False
C98,coin98,BINANCE,coin98,,False,False
WILD,wilder-world,BINANCE,wilder-world,,False,False
LIGHT,bitlight,BINANCE,bitlight,,False,False
PEP,pepecoin-network,BINANCE,pepecoin-network,,False,False
MSHD,mashida,BINANCE,mashida,,False,False
REAL,real-token,BINANCE,real-token,,False,False
SFLR,sceptre-staked-flr,BINANCE,sceptre-staked-flr,,False,False
MSUSD,metronome-synth-usd,BINANCE,metronome-synth-usd,,False,False
BB,bouncebit,BINANCE,bouncebit,,False,False
QI,benqi,BINANCE,benqi,,False,False
SANTOS,santos-fc-fan-token,BINANCE,santos-fc-fan-token,,False,False
WETH,gnosis-xdai-bridged-weth-gnosis-chain,BINANCE,gnosis-xdai-bridged-weth-gnosis-chain,,False,False
SLVON,ishares-silver-trust-ondo-tokenized-stock,BINANCE,ishares-silver-trust-ondo-tokenized-stock,,False,False
RBTC,rootstock,BINANCE,rootstock,,False,False
1USDC,harmony-horizen-bridged-usdc-harmony,BINANCE,harmony-horizen-bridged-usdc-harmony,,False,False
FWETH,fluid-wrapped-ether,BINANCE,fluid-wrapped-ether,,False,False
USN,noon-usn,BINANCE,noon-usn,,False,False
DAI,makerdao-arbitrum-bridged-dai-arbitrum-one,BINANCE,makerdao-arbitrum-bridged-dai-arbitrum-one,,False,False
MBL,moviebloc,BINANCE,moviebloc,,False,False
ETN,electroneum,BINANCE,electroneum,,False,False
SN3,templar,BINANCE,templar,,False,False
BANK,lorenzo-protocol,BINANCE,lorenzo-protocol,,False,False
CELR,celer-network,BINANCE,celer-network,,False,False
CAPX,capx-ai,BINANCE,capx-ai,,False,False
LMTS,limitless-3,BINANCE,limitless-3,,False,False
ULT,shardus,BINANCE,shardus,,False,False
IVVON,ishares-core-s-p-500-etf-ondo-tokenized-etf,BINANCE,ishares-core-s-p-500-etf-ondo-tokenized-etf,,False,False
NIL,nillion,BINANCE,nillion,,False,False
NEWT,newton-protocol,BINANCE,newton-protocol,,False,False
MNDE,marinade,BINANCE,marinade,,False,False
BLESS,bless-2,BINANCE,bless-2,,False,False
SOLV,solv-protocol,BINANCE,solv-protocol,,False,False
AIX,planet-ix,BINANCE,planet-ix,,False,False
USDH,usdh-2,BINANCE,usdh-2,,False,False
MAV,maverick-protocol,BINANCE,maverick-protocol,,False,False
STAPT,hyperion-staked-aptos,BINANCE,hyperion-staked-aptos,,False,False
SDL,stake-link,BINANCE,stake-link,,False,False
KLED,kled-ai,BINANCE,kled-ai,,False,False
SSOL,solayer-staked-sol,BINANCE,solayer-staked-sol,,False,False
US,talus,BINANCE,talus,,False,False
USDC,layerzero-bridged-usdc-etherlink,BINANCE,layerzero-bridged-usdc-etherlink,,False,False
DOGS,dogs-2,BINANCE,dogs-2,,False,False
BONE,bone-shibaswap,BINANCE,bone-shibaswap,,False,False
QQQON,invesco-qqq-etf-ondo-tokenized-etf,BINANCE,invesco-qqq-etf-ondo-tokenized-etf,,False,False
UTY,unity-2,BINANCE,unity-2,,False,False
VELO,velodrome-finance,BINANCE,velodrome-finance,,False,False
KERNEL,kernel-2,BINANCE,kernel-2,,False,False
PXETH,dinero-staked-eth,BINANCE,dinero-staked-eth,,False,False
IR,infrared-finance,BINANCE,infrared-finance,,False,False
XRD,radix,BINANCE,radix,,False,False
DOLO,dolomite,BINANCE,dolomite,,False,False
REZ,renzo,BINANCE,renzo,,False,False
QUAI,quai-network,BINANCE,quai-network,,False,False
CRCLX,circle-xstock,BINANCE,circle-xstock,,False,False
REACT,reactive-network,BINANCE,reactive-network,,False,False
AVL,avalon-2,BINANCE,avalon-2,,False,False
BOBA,boba-network,BINANCE,boba-network,,False,False
MAX,max-token,BINANCE,max-token,,False,False
OLAS,autonolas,BINANCE,autonolas,,False,False
GDOT,gigadot,BINANCE,gigadot,,False,False
CETUS,cetus-protocol,BINANCE,cetus-protocol,,False,False
TRUST,intuition,BINANCE,intuition,,False,False
ROAM,roam-token,BINANCE,roam-token,,False,False
TRUTH,swarm-network,BINANCE,swarm-network,,False,False
PBTC,botanix-pegged-bitcoin,BINANCE,botanix-pegged-bitcoin,,False,False
4,4-2,BINANCE,4-2,,False,False
A8,ancient8,BINANCE,ancient8,,False,False
GFI,goldfinch,BINANCE,goldfinch,,False,False
ZCHF,frankencoin,BINANCE,frankencoin,,False,False
AVA,concierge-io,BINANCE,concierge-io,,False,False
PLAY,playsout,BINANCE,playsout,,False,False
USUALUSDC+,mev-capital-usual-boosted-usdc-morpho-vault,BINANCE,mev-capital-usual-boosted-usdc-morpho-vault,,False,False
SEDA,seda-2,BINANCE,seda-2,,False,False
USDTE,tether-avalanche-bridged-usdt-e,BINANCE,tether-avalanche-bridged-usdt-e,,False,False
EEG,equitedge,BINANCE,equitedge,,False,False
COLLECT,collect-on-fanable,BINANCE,collect-on-fanable,,False,False
Q,quack-ai,BINANCE,quack-ai,,False,False
FAI,freysa-ai,BINANCE,freysa-ai,,False,False
MNGO,mango-markets,BINANCE,mango-markets,,False,False
RLS,rayls,BINANCE,rayls,,False,False
GPS,goplus-security,BINANCE,goplus-security,,False,False
WETH,l2-standard-bridged-weth-blast,BINANCE,l2-standard-bridged-weth-blast,,False,False
COL,clash-of-lilliput,BINANCE,clash-of-lilliput,,False,False
SAUCE,saucerswap,BINANCE,saucerswap,,False,False
OGN,origin-protocol,BINANCE,origin-protocol,,False,False
SAGA,saga-2,BINANCE,saga-2,,False,False
HAIR,hairdao,BINANCE,hairdao,,False,False
WSGB,wrapped-songbird,BINANCE,wrapped-songbird,,False,False
ALCX,alchemix,BINANCE,alchemix,,False,False
RUJI,rujira,BINANCE,rujira,,False,False
HBHYPE,hyperbeat-ultra-hype,BINANCE,hyperbeat-ultra-hype,,False,False
MMUI,metamui,BINANCE,metamui,,False,False
PRO,propy,BINANCE,propy,,False,False
MBX,marblex,BINANCE,marblex,,False,False
PUFFER,puffer-finance,BINANCE,puffer-finance,,False,False
EVER,everscale,BINANCE,everscale,,False,False
TIG,the-innovation-game,BINANCE,the-innovation-game,,False,False
USDC,gnosis-xdai-bridged-usdc-gnosis,BINANCE,gnosis-xdai-bridged-usdc-gnosis,,False,False
NVDAX,nvidia-xstock,BINANCE,nvidia-xstock,,False,False
BERT,bertram-the-pomeranian,BINANCE,bertram-the-pomeranian,,False,False
GLEEC,gleec-coin,BINANCE,gleec-coin,,False,False
FUN,funfair,BINANCE,funfair,,False,False
ANYONE,airtor-protocol,BINANCE,airtor-protocol,,False,False
WVIC,wrapped-viction,BINANCE,wrapped-viction,,False,False
MAPOLLO,midas-mapollo,BINANCE,midas-mapollo,,False,False
SN56,gradients,BINANCE,gradients,,False,False
NCT,polyswarm,BINANCE,polyswarm,,False,False
DG,degate,BINANCE,degate,,False,False
HFT,hashflow,BINANCE,hashflow,,False,False
ANON,heyanon,BINANCE,heyanon,,False,False
WETH,wormhole-bridged-weth-monad,BINANCE,wormhole-bridged-weth-monad,,False,False
WETH,unichain-bridged-weth-unichain,BINANCE,unichain-bridged-weth-unichain,,False,False
ETHIX,ethichub,BINANCE,ethichub,,False,False
ST0G,gimo-staked-0g,BINANCE,gimo-staked-0g,,False,False
TRIBE,tribe-2,BINANCE,tribe-2,,False,False
ZBTC,zeus-netwok-zbtc,BINANCE,zeus-netwok-zbtc,,False,False
CLASH,georgeplaysclashroyale,BINANCE,georgeplaysclashroyale,,False,False
USDC.E,usdc-rainbow-bridge,BINANCE,usdc-rainbow-bridge,,False,False
META,metadium,BINANCE,metadium,,False,False
KARMA,karma-2,BINANCE,karma-2,,False,False
STO,stakestone,BINANCE,stakestone,,False,False
CAT,simon-s-cat,BINANCE,simon-s-cat,,False,False
ANT,autonomi,BINANCE,autonomi,,False,False
NBASIS,nest-basis-vault,BINANCE,nest-basis-vault,,False,False
FORTH,ampleforth-governance-token,BINANCE,ampleforth-governance-token,,False,False
AQUA,aquarius,BINANCE,aquarius,,False,False
MRE7YIELD,midas-mre7yield,BINANCE,midas-mre7yield,,False,False
SN9,iota-2,BINANCE,iota-2,,False,False
TLTON,ishares-20-year-treasury-bond-etf-ondo-tokenized-etf,BINANCE,ishares-20-year-treasury-bond-etf-ondo-tokenized-etf,,False,False
MXRP,midas-xrp,BINANCE,midas-xrp,,False,False
NTRN,neutron-3,BINANCE,neutron-3,,False,False
RARE,superrare,BINANCE,superrare,,False,False
WXPL,wrapped-xpl,BINANCE,wrapped-xpl,,False,False
USOL,unit-solana,BINANCE,unit-solana,,False,False
PLLD,palladium-network,BINANCE,palladium-network,,False,False
USDC,ccip-bridged-usdc-ronin,BINANCE,ccip-bridged-usdc-ronin,,False,False
INV,inverse-finance,BINANCE,inverse-finance,,False,False
XAI,sideshift-token,BINANCE,sideshift-token,,False,False
TREE,treehouse,BINANCE,treehouse,,False,False
AMPL,ampleforth,BINANCE,ampleforth,,False,False
OVER,overtime,BINANCE,overtime,,False,False
RBNT,redbelly-network-token,BINANCE,redbelly-network-token,,False,False
WETH,pulsechain-bridged-weth-pulsechain,BINANCE,pulsechain-bridged-weth-pulsechain,,False,False
WETH,bridged-wrapped-ether-sonic,BINANCE,bridged-wrapped-ether-sonic,,False,False
VRA,verasity,BINANCE,verasity,,False,False
TST,test-3,BINANCE,test-3,,False,False
DBIT,dialectic-btc-vault,BINANCE,dialectic-btc-vault,,False,False
PSP,paraswap,BINANCE,paraswap,,False,False
VSTR,vestra-dao,BINANCE,vestra-dao,,False,False
XCM,coinmetro,BINANCE,coinmetro,,False,False
AITECH,solidus-aitech,BINANCE,solidus-aitech,,False,False
VYUSD,yieldfi-vyusd,BINANCE,yieldfi-vyusd,,False,False
BIFI,beefy-finance,BINANCE,beefy-finance,,False,False
RSC,researchcoin,BINANCE,researchcoin,,False,False
PORTAL,portal-2,BINANCE,portal-2,,False,False
XSOL,hylo-leveraged-sol,BINANCE,hylo-leveraged-sol,,False,False
NOS,nosana,BINANCE,nosana,,False,False
WSTETH,lisk-bridged-wsteth-lisk,BINANCE,lisk-bridged-wsteth-lisk,,False,False
SURGE,surge-4,BINANCE,surge-4,,False,False
ASONUSDC,aave-usdc-sonic,BINANCE,aave-usdc-sonic,,False,False
SUSN,staked-usn,BINANCE,staked-usn,,False,False
CRCLON,circle-internet-group-ondo-tokenized-stock,BINANCE,circle-internet-group-ondo-tokenized-stock,,False,False
METFI,metfi-2,BINANCE,metfi-2,,False,False
WETH,wrapped-eth-world-chain,BINANCE,wrapped-eth-world-chain,,False,False
NOBODY,nobody-sausage,BINANCE,nobody-sausage,,False,False
WUSD,worldwide-usd,BINANCE,worldwide-usd,,False,False
SDT,stake-dao,BINANCE,stake-dao,,False,False
SWITCH,switch-token,BINANCE,switch-token,,False,False
STSOL,lido-staked-sol,BINANCE,lido-staked-sol,,False,False
TRUAPT,trufin-staked-apt,BINANCE,trufin-staked-apt,,False,False
GAIX,gaiai,BINANCE,gaiai,,False,False
IN,infinit,BINANCE,infinit,,False,False
ZKJ,polyhedra-network,BINANCE,polyhedra-network,,False,False
CONX,xpla,BINANCE,xpla,,False,False
HANU,hanu-yokia,BINANCE,hanu-yokia,,False,False
SD,stader,BINANCE,stader,,False,False
YEE,yee-token,BINANCE,yee-token,,False,False
GME,game-stop,BINANCE,game-stop,,False,False
CHILLGUY,chill-guy,BINANCE,chill-guy,,False,False
SYZUSD,staked-yuzu-usd,BINANCE,staked-yuzu-usd,,False,False
BIC,beincom,BINANCE,beincom,,False,False
ADX,adex,BINANCE,adex,,False,False
SWBERA,pol-staked-wbera,BINANCE,pol-staked-wbera,,False,False
INIT,initia,BINANCE,initia,,False,False
MIN,minswap,BINANCE,minswap,,False,False
HFUN,hypurr-fun,BINANCE,hypurr-fun,,False,False
XMW,morphware,BINANCE,morphware,,False,False
ALICE,my-neighbor-alice,BINANCE,my-neighbor-alice,,False,False
PHB,phoenix-global,BINANCE,phoenix-global,,False,False
BETA,beta-finance,BINANCE,beta-finance,,False,False
FELY,felysyum,BINANCE,felysyum,,False,False
EL,elysia,BINANCE,elysia,,False,False
CNX,cofinex-2,BINANCE,cofinex-2,,False,False
ON,orochi-network,BINANCE,orochi-network,,False,False
ABEL,abelian,BINANCE,abelian,,False,False
GUN,gunz,BINANCE,gunz,,False,False
CGO,comtech-gold,BINANCE,comtech-gold,,False,False
BNBX,stader-bnbx,BINANCE,stader-bnbx,,False,False
USDC,usd-coin-pulsechain,BINANCE,usd-coin-pulsechain,,False,False
AQT,alpha-quark-token,BINANCE,alpha-quark-token,,False,False
YNETHX,yneth-max,BINANCE,yneth-max,,False,False
DAI,makerdao-optimism-bridged-dai-optimism,BINANCE,makerdao-optimism-bridged-dai-optimism,,False,False
WMNT,wrapped-mantle,BINANCE,wrapped-mantle,,False,False
SYUSD,staked-yusd,BINANCE,staked-yusd,,False,False
KNTQ,kinetiq,BINANCE,kinetiq,,False,False
RIO,realio-network,BINANCE,realio-network,,False,False
RVV,astra-nova,BINANCE,astra-nova,,False,False
WMON,wrapped-monad,BINANCE,wrapped-monad,,False,False
CDCBTC,crypto-com-wrapped-btc,BINANCE,crypto-com-wrapped-btc,,False,False
BNKR,bankercoin-2,BINANCE,bankercoin-2,,False,False
MBOX,mobox,BINANCE,mobox,,False,False
MOC,mossland,BINANCE,mossland,,False,False
SYS,syscoin,BINANCE,syscoin,,False,False
TERA,tera-smart-money,BINANCE,tera-smart-money,,False,False
VANRY,vanar-chain,BINANCE,vanar-chain,,False,False
GOOGLON,alphabet-class-a-ondo-tokenized-stock,BINANCE,alphabet-class-a-ondo-tokenized-stock,,False,False
ANY,anyspend,BINANCE,anyspend,,False,False
CWEB,coinweb,BINANCE,coinweb,,False,False
IEFAON,ishares-core-msci-eafe-etf-ondo-tokenized-etf,BINANCE,ishares-core-msci-eafe-etf-ondo-tokenized-etf,,False,False
TT,thunder-token,BINANCE,thunder-token,,False,False
ZEUS,zeus-network,BINANCE,zeus-network,,False,False
SN44,score,BINANCE,score,,False,False
LAT,platon-network,BINANCE,platon-network,,False,False
CAMP,camp-network,BINANCE,camp-network,,False,False
L3,layer3,BINANCE,layer3,,False,False
OXT,orchid-protocol,BINANCE,orchid-protocol,,False,False
CREPE,crepe-2,BINANCE,crepe-2,,False,False
WAN,wanchain,BINANCE,wanchain,,False,False
ASM,assemble-protocol,BINANCE,assemble-protocol,,False,False
ARARA,araracoin,BINANCE,araracoin,,False,False
DSYNC,destra-network,BINANCE,destra-network,,False,False
ALPH,alephium,BINANCE,alephium,,False,False
PNP,penpie,BINANCE,penpie,,False,False
SUSDX,usdx-money-staked-usdx,BINANCE,usdx-money-staked-usdx,,False,False
WEMIX$,wemix-dollar,BINANCE,wemix-dollar,,False,False
MATICX,stader-maticx,BINANCE,stader-maticx,,False,False
MIA,mia-2,BINANCE,mia-2,,False,False
FKH,flying-ketamine-horse,BINANCE,flying-ketamine-horse,,False,False
AGGON,ishares-core-us-aggregate-bond-etf-ondo-tokenized-etf,BINANCE,ishares-core-us-aggregate-bond-etf-ondo-tokenized-etf,,False,False
EPS,ellipsis,BINANCE,ellipsis,,False,False
DIT,diamond-token-2,BINANCE,diamond-token-2,,False,False
WHBAR,wrapped-hbar,BINANCE,wrapped-hbar,,False,False
MLN,melon,BINANCE,melon,,False,False
KLV,klever,BINANCE,klever,,False,False
SOLX,solaxy,BINANCE,solaxy,,False,False
CARDS,collector-crypt,BINANCE,collector-crypt,,False,False
GNUS,genius-ai,BINANCE,genius-ai,,False,False
TGC,tg-casino,BINANCE,tg-casino,,False,False
PEPECOIN,pepecoin-2,BINANCE,pepecoin-2,,False,False
TRX,solana-bridged-trx-solana,BINANCE,solana-bridged-trx-solana,,False,False
C,chainbase,BINANCE,chainbase,,False,False
SCR,scroll,BINANCE,scroll,,False,False
MITO,mitosis,BINANCE,mitosis,,False,False
TRU,truefi,BINANCE,truefi,,False,False
USX,token-dforce-usd,BINANCE,token-dforce-usd,,False,False
DAO,dao-maker,BINANCE,dao-maker,,False,False
FCT,firmachain,BINANCE,firmachain,,False,False
WCT,connect-token-wct,BINANCE,connect-token-wct,,False,False
BR,bedrock-token,BINANCE,bedrock-token,,False,False
NEURAL,neuralai,BINANCE,neuralai,,False,False
SN34,bitmind,BINANCE,bitmind,,False,False
APU,apu-s-club,BINANCE,apu-s-club,,False,False
GRS,groestlcoin,BINANCE,groestlcoin,,False,False
HEART,humans-ai,BINANCE,humans-ai,,False,False
MNSRY,mansory-token,BINANCE,mansory-token,,False,False
THT,thought,BINANCE,thought,,False,False
67,the-official-67-coin,BINANCE,the-official-67-coin,,False,False
ALUSD,alchemix-usd,BINANCE,alchemix-usd,,False,False
ORAI,oraichain-token,BINANCE,oraichain-token,,False,False
NUB,sillynubcat,BINANCE,sillynubcat,,False,False
XION,xion-2,BINANCE,xion-2,,False,False
CTF,crypto-trading-fund,BINANCE,crypto-trading-fund,,False,False
IDLE,idlemine,BINANCE,idlemine,,False,False
HMSTR,hamster-kombat,BINANCE,hamster-kombat,,False,False
SEND,suilend,BINANCE,suilend,,False,False
USDM,usdm-2,BINANCE,usdm-2,,False,False
ACS,access-protocol,BINANCE,access-protocol,,False,False
GOOGLX,alphabet-xstock,BINANCE,alphabet-xstock,,False,False
ZKCRO,cronos-zkevm-cro,BINANCE,cronos-zkevm-cro,,False,False
USDT.Z,zedxion-bridged-usdt-zedxion,BINANCE,zedxion-bridged-usdt-zedxion,,False,False
SHELL,myshell,BINANCE,myshell,,False,False
STEAKETH,steakhouse-weth,BINANCE,steakhouse-weth,,False,False
OL,open-loot,BINANCE,open-loot,,False,False
TSLAON,tesla-ondo-tokenized-stock,BINANCE,tesla-ondo-tokenized-stock,,False,False
YUSD,yieldfi-ytoken,BINANCE,yieldfi-ytoken,,False,False
RAD,radicle,BINANCE,radicle,,False,False
GAME,game-by-virtuals,BINANCE,game-by-virtuals,,False,False
STON,ston-2,BINANCE,ston-2,,False,False
MYTH,mythos,BINANCE,mythos,,False,False
CUSDC,compound-usd-coin,BINANCE,compound-usd-coin,,False,False
WEGLD,wrapped-elrond,BINANCE,wrapped-elrond,,False,False
PALMO,orcib,BINANCE,orcib,,False,False
W0G,wrapped-0g,BINANCE,wrapped-0g,,False,False
TLM,alien-worlds,BINANCE,alien-worlds,,False,False
GP,graphite-protocol,BINANCE,graphite-protocol,,False,False
COQ,coq-inu,BINANCE,coq-inu,,False,False
GTC,gitcoin,BINANCE,gitcoin,,False,False
VITA,vitadao,BINANCE,vitadao,,False,False
A47,agenda-47,BINANCE,agenda-47,,False,False
ES,eclipse-3,BINANCE,eclipse-3,,False,False
DEXT,dextools,BINANCE,dextools,,False,False
FARM,harvest-finance,BINANCE,harvest-finance,,False,False
OI,o-intelligence-coin,BINANCE,o-intelligence-coin,,False,False
NFP,nfprompt-token,BINANCE,nfprompt-token,,False,False
PIKA,pikaboss,BINANCE,pikaboss,,False,False
YNETH,yieldnest-restaked-eth,BINANCE,yieldnest-restaked-eth,,False,False
EURR,stablr-euro,BINANCE,stablr-euro,,False,False
ARIA,aria-ai,BINANCE,aria-ai,,False,False
RDNT,radiant-capital,BINANCE,radiant-capital,,False,False
SN5,openkaito,BINANCE,openkaito,,False,False
AHT,ahatoken,BINANCE,ahatoken,,False,False
WBTC,linea-bridged-wbtc-linea,BINANCE,linea-bridged-wbtc-linea,,False,False
LYX,lukso-token-2,BINANCE,lukso-token-2,,False,False
STS,beets-staked-sonic,BINANCE,beets-staked-sonic,,False,False
MOBILE,helium-mobile,BINANCE,helium-mobile,,False,False
LSTHYPE,hyperbeat-lst-vault,BINANCE,hyperbeat-lst-vault,,False,False
QKA,qkacoin,BINANCE,qkacoin,,False,False
SPYX,sp500-xstock,BINANCE,sp500-xstock,,False,False
RUBY,ruby-coin,BINANCE,ruby-coin,,False,False
SSUI,spring-staked-sui,BINANCE,spring-staked-sui,,False,False
MORI,mori-coin,BINANCE,mori-coin,,False,False
PNK,kleros,BINANCE,kleros,,False,False
BGSOL,bitget-staked-sol,BINANCE,bitget-staked-sol,,False,False
SN75,hippius,BINANCE,hippius,,False,False
WFRAGSOL,wrapped-fragsol,BINANCE,wrapped-fragsol,,False,False
FORT,forta,BINANCE,forta,,False,False
USD3,web-3-dollar,BINANCE,web-3-dollar,,False,False
TIMI,metaarena,BINANCE,metaarena,,False,False
LAZIO,lazio-fan-token,BINANCE,lazio-fan-token,,False,False
VLX,velas,BINANCE,velas,,False,False
THAPT,thala-apt,BINANCE,thala-apt,,False,False
NST,ninja-squad,BINANCE,ninja-squad,,False,False
WALLET,ambire-wallet,BINANCE,ambire-wallet,,False,False
EDEN,openeden,BINANCE,openeden,,False,False
PAYAI,payai-network-2,BINANCE,payai-network-2,,False,False
LQ,liqwid-finance,BINANCE,liqwid-finance,,False,False
LUNA,luna-by-virtuals,BINANCE,luna-by-virtuals,,False,False
ASR,as-roma-fan-token,BINANCE,as-roma-fan-token,,False,False
RUSDC-HYPER,relend-network-usdc-hyperevm,BINANCE,relend-network-usdc-hyperevm,,False,False
AIOT,okzoo,BINANCE,okzoo,,False,False
MBC,monbasecoin,BINANCE,monbasecoin,,False,False
MXT,memetern,BINANCE,memetern,,False,False
HOOK,hooked-protocol,BINANCE,hooked-protocol,,False,False
APRA,apraemio,BINANCE,apraemio,,False,False
BROCCOLI,czs-dog,BINANCE,czs-dog,,False,False
PORTO,fc-porto,BINANCE,fc-porto,,False,False
WSTEAMX,steam-exchange,BINANCE,steam-exchange,,False,False
OMG,omisego,BINANCE,omisego,,False,False
QQQX,nasdaq-xstock,BINANCE,nasdaq-xstock,,False,False
DAI,avalanche-bridged-dai-avalanche,BINANCE,avalanche-bridged-dai-avalanche,,False,False
WETH,metis-bridged-weth-metis-andromeda,BINANCE,metis-bridged-weth-metis-andromeda,,False,False
DFDVX,dfdv-xstock,BINANCE,dfdv-xstock,,False,False
YUSD,yusd-stablecoin,BINANCE,yusd-stablecoin,,False,False
SENTIS,sentismai,BINANCE,sentismai,,False,False
OAS,oasys,BINANCE,oasys,,False,False
PLAY,play-3,BINANCE,play-3,,False,False
LIBERTY,torch-of-liberty,BINANCE,torch-of-liberty,,False,False
NATIX,natix-network,BINANCE,natix-network,,False,False
REI,unit-00-rei,BINANCE,unit-00-rei,,False,False
LOAN,proton-loan,BINANCE,proton-loan,,False,False
PAAL,paal-ai,BINANCE,paal-ai,,False,False
DOG,the-doge-nft,BINANCE,the-doge-nft,,False,False
ARTDRA,artdra-coin,BINANCE,artdra-coin,,False,False
VDOGE,venus-doge,BINANCE,venus-doge,,False,False
SPLUSD,trevee-staked-plasma-usd,BINANCE,trevee-staked-plasma-usd,,False,False
TUT,tutorial,BINANCE,tutorial,,False,False
TRUNEAR,trufin-staked-near,BINANCE,trufin-staked-near,,False,False
MCOIN,mcoin1,BINANCE,mcoin1,,False,False
BLACK,blackhole,BINANCE,blackhole,,False,False
KAPT,kofi-aptos,BINANCE,kofi-aptos,,False,False
USDC.E,bridged-usdc-gnosis,BINANCE,bridged-usdc-gnosis,,False,False
SYN,synapse-2,BINANCE,synapse-2,,False,False
FUEL,fuel-network,BINANCE,fuel-network,,False,False
HIPPO,sudeng,BINANCE,sudeng,,False,False
XUSD,staked-stream-usd,BINANCE,staked-stream-usd,,False,False
DMTR,dimitra,BINANCE,dimitra,,False,False
PHB,red-pulse,BINANCE,red-pulse,,False,False
PUNDIAI,pundi-aifx,BINANCE,pundi-aifx,,False,False
LMWR,limewire-token,BINANCE,limewire-token,,False,False
CAT,cat-terminal,BINANCE,cat-terminal,,False,False
ORI,orizon,BINANCE,orizon,,False,False
ACA,acala,BINANCE,acala,,False,False
BAR,fc-barcelona-fan-token,BINANCE,fc-barcelona-fan-token,,False,False
XBG,xborg,BINANCE,xborg,,False,False
WXDC,wrapped-xdc,BINANCE,wrapped-xdc,,False,False
VSUI,volo-staked-sui,BINANCE,volo-staked-sui,,False,False
PSG,paris-saint-germain-fan-token,BINANCE,paris-saint-germain-fan-token,,False,False
SERV,openserv,BINANCE,openserv,,False,False
MSTRX,microstrategy-xstock,BINANCE,microstrategy-xstock,,False,False
PYR,vulcan-forged,BINANCE,vulcan-forged,,False,False
TIPON,ishares-tips-bond-etf-ondo-tokenized-etf,BINANCE,ishares-tips-bond-etf-ondo-tokenized-etf,,False,False
OBT,orbiter-finance,BINANCE,orbiter-finance,,False,False
INALPHA,nest-alpha-vault-lp,BINANCE,nest-alpha-vault-lp,,False,False
TAI,tars-protocol,BINANCE,tars-protocol,,False,False
XEM,nem,BINANCE,nem,,False,False
VIC,tomochain,BINANCE,tomochain,,False,False
PYBOBO,capybobo,BINANCE,capybobo,,False,False
BTG,openverse-network,BINANCE,openverse-network,,False,False
BGSC,bugscoin,BINANCE,bugscoin,,False,False
PROMPT,wayfinder,BINANCE,wayfinder,,False,False
DF,dforce-token,BINANCE,dforce-token,,False,False
FTRB,faith-tribe,BINANCE,faith-tribe,,False,False
LIQUIDHYPE,liquid-hype-yield,BINANCE,liquid-hype-yield,,False,False
ASP,aspecta,BINANCE,aspecta,,False,False
BZZ,swarm-bzz,BINANCE,swarm-bzz,,False,False
SPLD,splendor,BINANCE,splendor,,False,False
STRIKE,strike-2,BINANCE,strike-2,,False,False
BULLA,bulla-3,BINANCE,bulla-3,,False,False
STRONGSOL,stronghold-staked-sol,BINANCE,stronghold-staked-sol,,False,False
TUNA,defituna,BINANCE,defituna,,False,False
WSOMI,wrapped-somi,BINANCE,wrapped-somi,,False,False
BADGER,badger-dao,BINANCE,badger-dao,,False,False
SN17,404-gen,BINANCE,404-gen,,False,False
TENSOR,wrapped-hypertensor,BINANCE,wrapped-hypertensor,,False,False
THOR,thorswap,BINANCE,thorswap,,False,False
SOLO,solomon,BINANCE,solomon,,False,False
AISM,aism-faith-token,BINANCE,aism-faith-token,,False,False
BB,bitboard,BINANCE,bitboard,,False,False
DXLM,doge-lumens,BINANCE,doge-lumens,,False,False
SWEAT,sweatcoin,BINANCE,sweatcoin,,False,False
PURPE,purple-pepe,BINANCE,purple-pepe,,False,False
MERC,liquid-mercury,BINANCE,liquid-mercury,,False,False
BRISE,bitrise-token,BINANCE,bitrise-token,,False,False
SN68,nova-3,BINANCE,nova-3,,False,False
ONO,onocoy-token,BINANCE,onocoy-token,,False,False
PPC,peercoin,BINANCE,peercoin,,False,False
TGT,thorwallet,BINANCE,thorwallet,,False,False
DZSOL,doublezero-staked-sol,BINANCE,doublezero-staked-sol,,False,False
WEDU,wrapped-edu,BINANCE,wrapped-edu,,False,False
JUV,juventus-fan-token,BINANCE,juventus-fan-token,,False,False
CULT,milady-cult-coin,BINANCE,milady-cult-coin,,False,False
BLUE,bluefin,BINANCE,bluefin,,False,False
INCO,infiniticoin,BINANCE,infiniticoin,,False,False
KEYCAT,keyboard-cat-base,BINANCE,keyboard-cat-base,,False,False
USDA,anzens-usda,BINANCE,anzens-usda,,False,False
BEL,bella-protocol,BINANCE,bella-protocol,,False,False
ITOTON,ishares-core-s-p-total-us-stock-market-etf-ondo-tokenized-etf,BINANCE,ishares-core-s-p-total-us-stock-market-etf-ondo-tokenized-etf,,False,False
JMPT,jumptoken,BINANCE,jumptoken,,False,False
EZSOL,renzo-restaked-sol,BINANCE,renzo-restaked-sol,,False,False
IDRT,rupiah-token,BINANCE,rupiah-token,,False,False
IAUON,ishares-gold-trust-ondo-tokenized-stock,BINANCE,ishares-gold-trust-ondo-tokenized-stock,,False,False
IXT,ix-token,BINANCE,ix-token,,False,False
ATA,automata,BINANCE,automata,,False,False
ANY,anyswap,BINANCE,anyswap,,False,False
WAI,world3,BINANCE,world3,,False,False
